Customer_ID,Age,Annual_Income,Total_Purchases,Average_Purchase_Value,Website_Visits_Last_Month,Marketing_Emails_Opened,Hours_Spent_on_Support_Calls,Future_Purchase
29,0.36619718309859156,0.4272821899580423,0.21428571428571427,0.20659805876696197,0.3684210526315789,0.375,0.2891662223495944,0
30,0.4225352112676056,0.35094270783032333,0.0,0.4621749950545492,0.42105263157894735,0.875,2.471201737196904,0
31,0.36619718309859156,0.3178486731266566,0.2857142857142857,0.3005753017094014,0.3684210526315789,0.875,1.9139992162376345,0
32,0.7183098591549296,0.16951571537413213,0.07142857142857142,0.5040429042792182,0.2631578947368421,1.0,0.8671024119003704,1
33,0.4507042253521127,0.8170062990267091,0.2857142857142857,0.7678749158484228,0.4736842105263158,0.625,0.7346909706610804,1
34,0.30985915492957744,0.30844842202405864,0.21428571428571427,0.5260820002958346,0.3684210526315789,0.375,2.6696826577380204,0
35,0.5774647887323944,0.45041796778589754,0.3571428571428571,0.8029838422349509,0.3157894736842105,0.375,2.694558371223968,1
36,0.28169014084507044,0.44146841365397205,0.42857142857142855,0.3440583591916351,0.5263157894736842,0.375,3.4844743879742217,1
37,0.4929577464788732,0.5355138482009679,0.42857142857142855,0.2980561188254397,0.21052631578947367,0.375,0.1339644968099589,1
38,0.18309859154929578,0.6173368101385356,0.2857142857142857,0.3371669253492443,0.7368421052631579,0.875,0.1750176681629124,1
39,0.2676056338028169,0.6245372307890416,0.2857142857142857,0.48532579909743867,0.5789473684210525,0.625,1.1292881134679744,1
40,0.4788732394366197,0.3921707497666034,0.3571428571428571,0.9147548152834977,0.5263157894736842,0.625,0.7796520893386434,0
41,0.5633802816901409,0.45913144255223254,0.07142857142857142,0.2393458431467177,0.3157894736842105,0.375,0.0186385281137272,0
42,0.4788732394366197,0.5315112298661859,0.6428571428571428,0.590796456041845,0.631578947368421,0.75,0.0639787162463927,1
43,0.43661971830985913,0.4459968451212053,0.5,0.3875408092486048,0.4736842105263158,0.625,2.1899743640954075,1
44,0.4084507042253521,0.744755282275805,0.3571428571428571,0.4608816597780503,0.3684210526315789,0.25,2.031572148256462,0
45,0.2535211267605634,0.5650559615405252,0.2857142857142857,0.301586506526361,0.21052631578947367,0.75,0.4420319841182321,1
46,0.352112676056338,0.6043202523903035,0.3571428571428571,0.6307620998784782,0.5263157894736842,0.375,2.2168718801181844,1
47,0.39436619718309857,0.5927309017158677,0.2857142857142857,0.4885873389561143,0.3157894736842105,0.25,0.900602130092408,0
48,0.6056338028169015,0.6749187135820751,0.07142857142857142,0.6628478327949757,0.5789473684210525,0.625,1.639410882578676,0
49,0.5070422535211269,0.5151680992391805,0.21428571428571427,0.5223450276660576,0.42105263157894735,0.625,0.5576221510810572,0
50,0.21126760563380284,0.2772859457661312,0.5,0.19783470452244206,0.2631578947368421,0.25,0.1203594700780038,1
51,0.5070422535211269,0.5503653864726523,0.42857142857142855,0.6642478029324623,0.15789473684210525,0.375,0.5686790955368947,1
52,0.4084507042253521,0.38118232838639754,0.7142857142857142,0.18530067297726827,0.42105263157894735,1.0,0.6111982256941221,0
53,0.36619718309859156,0.400937878934209,0.2857142857142857,0.2073413209839699,0.4736842105263158,0.625,0.8006081090759324,1
54,0.5492957746478874,0.5804118511841526,0.3571428571428571,0.3540808480449402,0.5263157894736842,0.625,0.1115828486200876,0
55,0.6056338028169015,0.6853491291890673,0.42857142857142855,0.3561366397299649,0.4736842105263158,0.375,4.7562097328668855,1
56,0.591549295774648,0.4894569101503396,0.42857142857142855,0.7103749610211765,0.21052631578947367,0.25,0.2798948990847582,0
57,0.3380281690140845,0.5357391966863041,0.5714285714285714,0.4689905572255427,0.4736842105263158,0.375,0.2213356909004485,1
58,0.4084507042253521,0.7600253248773996,0.2857142857142857,0.6874813039915109,0.3157894736842105,0.375,0.7482433152315376,1
59,0.5070422535211269,0.5247829679468606,0.21428571428571427,0.4078794678984011,0.3157894736842105,0.375,0.7704779575329043,1
60,0.591549295774648,0.9048063612658146,0.21428571428571427,0.5442783550599171,0.7368421052631579,0.375,0.579498435465477,1
61,0.39436619718309857,0.577053085664617,0.6428571428571428,0.5683672251867704,0.3684210526315789,0.5,1.477936719443902,1
62,0.43661971830985913,0.20260975007779888,0.5,0.6025643128449648,0.6842105263157895,0.375,0.7270233547547467,1
63,0.29577464788732394,0.6072927062206912,0.14285714285714285,0.4237426936999542,0.2631578947368421,0.625,0.9408279603462858,0
64,0.29577464788732394,0.5473822017620105,0.14285714285714285,0.43715384016445336,0.3684210526315789,0.375,1.286435941739072,1
65,0.5774647887323944,0.6936333687452382,0.2857142857142857,0.4494333693340683,0.5263157894736842,0.5,0.0253435535094124,1
66,0.647887323943662,0.5943834572750002,0.42857142857142855,0.24084024256061132,0.2631578947368421,0.125,0.8454692925087023,1
67,0.4507042253521127,0.46374572106149864,0.6428571428571428,0.482429926882584,0.5263157894736842,0.5,2.155842970841068,0
68,0.6056338028169015,0.2889611434825999,0.7857142857142857,0.4362559725774241,0.3684210526315789,0.25,0.0175417028970053,1
69,0.5070422535211269,0.45238171887239914,0.2857142857142857,0.5846985755532648,0.3684210526315789,0.875,0.5194999770897886,1
70,0.36619718309859156,0.3491291890673792,0.5,0.5094155575341884,0.6842105263157895,0.625,2.6067685705762966,0
71,0.5070422535211269,0.3925892540965136,0.5,0.7011889831835567,0.3684210526315789,0.5,0.4356476563653363,1
72,0.6760563380281691,0.5807659702325382,0.21428571428571427,0.5061482740789769,0.7368421052631579,0.25,0.6138348765512939,1
73,0.4507042253521127,0.7548208479541576,0.5,0.40875922463249004,0.3684210526315789,0.5,3.992224515610408,1
74,0.6760563380281691,0.5495605704535943,0.3571428571428571,0.5042397125109326,0.4736842105263158,0.625,0.2222987319628105,0
75,0.08450704225352113,0.29353249847084956,0.14285714285714285,0.6068926935754423,0.4736842105263158,0.375,0.0674817164909576,1
76,0.5774647887323944,0.5575979997639205,0.6428571428571428,0.22223480151272496,0.42105263157894735,0.5,1.9619969872043532,0
77,0.4647887323943662,0.6786423290302503,0.42857142857142855,0.3851868184790693,0.631578947368421,0.625,2.028484897166497,0
78,0.4225352112676056,0.38787839766496046,0.21428571428571427,0.3884323978353934,0.3157894736842105,0.625,0.6388064203091034,1
79,0.4647887323943662,0.46445395915826976,0.42857142857142855,0.558655630168182,0.631578947368421,0.625,0.7219730308995825,0
80,0.18309859154929578,0.48839455300518303,0.21428571428571427,0.5765681623537529,0.3684210526315789,0.75,1.8067088745422728,1
81,0.4225352112676056,0.35968837523742075,0.14285714285714285,0.5109444944947038,0.5789473684210525,0.75,1.3415485476206157,1
82,0.5070422535211269,0.5903808389402182,0.5714285714285714,0.11358090348231253,0.3157894736842105,0.5,0.3080875244253857,1
83,0.6619718309859155,0.4665572116880748,0.2857142857142857,0.24091636276282447,0.631578947368421,0.5,0.0170376754738453,0
84,0.38028169014084506,0.5535524579081221,0.3571428571428571,0.4585514523592148,0.6842105263157895,0.625,0.6533500230702174,1
85,0.3380281690140845,0.3431735505263497,0.2857142857142857,0.418114123267038,0.7894736842105262,0.625,1.9583737811018171,1
86,0.38028169014084506,0.4156177231218277,0.21428571428571427,0.49618007545796594,0.3684210526315789,1.0,2.261775994782504,1
87,0.591549295774648,0.6023028469025313,0.2857142857142857,0.42305389617176503,0.3157894736842105,0.125,3.128719747298442,1
88,0.5070422535211269,0.4260159460880576,0.21428571428571427,0.73126398813144,0.3157894736842105,0.375,2.1166304572707797,1
89,0.38028169014084506,0.7640064814516735,0.7857142857142857,0.14202876955876081,0.3684210526315789,0.375,0.8676042761729708,1
90,0.5352112676056339,0.4217021322259065,0.42857142857142855,0.5419650954519118,0.3157894736842105,0.375,0.588076785608043,1
91,0.4647887323943662,0.5221968258056208,0.3571428571428571,0.622887127204167,0.15789473684210525,0.375,1.4909877506185287,1
92,0.591549295774648,0.6361373123437315,0.3571428571428571,0.6034072975063094,0.15789473684210525,0.625,1.3463878615011284,1
93,0.352112676056338,0.2577235510628937,0.3571428571428571,0.6166125502572312,0.3157894736842105,0.25,0.7725008908232045,1
94,0.4084507042253521,0.20259901919754478,0.21428571428571427,0.6387679423506109,0.4736842105263158,0.625,0.0913780306600714,0
95,0.4084507042253521,0.2404575647340351,0.42857142857142855,0.4023249589425357,0.5789473684210525,0.625,2.604790071334691,0
96,0.2535211267605634,0.6892551696015624,0.2857142857142857,0.3256969727604583,0.3157894736842105,0.375,0.6080756693135254,1
97,0.4929577464788732,0.3972035326057797,0.3571428571428571,0.1819612527998945,0.5263157894736842,0.375,0.4515097511903392,1
98,0.4929577464788732,0.8977990964598825,0.21428571428571427,0.4395030364972998,0.3157894736842105,0.625,0.9930837540819376,0
99,0.4647887323943662,0.3952075888785157,0.5,0.37559343811347035,0.5263157894736842,0.625,1.1203609694696346,0
100,0.4225352112676056,0.5157368358926482,0.21428571428571427,0.6742695900999629,0.21052631578947367,0.75,0.2365934939221403,1
101,0.2535211267605634,0.734249750507034,0.42857142857142855,0.4510617928810655,0.2631578947368421,0.75,1.8136299633247557,1
102,0.39436619718309857,0.8089366770756204,0.5,0.33664475797298055,0.2631578947368421,0.875,0.3424017123960421,1
103,0.4084507042253521,0.8178540385667836,0.07142857142857142,0.3122888434354141,0.15789473684210525,0.5,0.2066354699746097,1
104,0.3380281690140845,0.6805309639549731,0.42857142857142855,0.8016807224615594,0.21052631578947367,0.75,0.5215493392423688,1
105,0.43661971830985913,0.6508600800523666,0.2857142857142857,0.49195106080997586,0.10526315789473684,0.625,1.3114098481711882,0
106,0.5211267605633804,0.5813990921675305,0.14285714285714285,0.3749817529536318,0.42105263157894735,0.75,3.3655844699530717,1
107,0.7183098591549296,0.6113167863159814,0.14285714285714285,0.5144584309810266,0.5789473684210525,0.125,1.6569555245914371,1
108,0.4788732394366197,0.39731084140832074,0.3571428571428571,0.7875210747241492,0.3684210526315789,0.875,2.81923393332594,0
109,0.4929577464788732,0.3543336659906212,0.3571428571428571,0.435332379607291,0.7894736842105262,0.5,0.1515275613020826,0
110,0.4507042253521127,0.48548648445632,0.21428571428571427,0.6011696623660632,0.4736842105263158,0.625,0.0738368692201721,0
111,0.18309859154929578,0.45863782206054365,0.3571428571428571,0.6780974514808353,0.3157894736842105,0.25,0.8157776604029165,0
112,0.4507042253521127,0.41307450450160427,0.7857142857142857,0.20402651883066836,0.5263157894736842,0.5,0.3429093869505623,1
113,0.4647887323943662,0.5981178036034296,0.14285714285714285,0.3970214914757919,0.4736842105263158,0.375,1.7605804635414073,0
114,0.8028169014084507,0.6397965425103821,0.42857142857142855,0.6587866700663371,0.3684210526315789,0.375,1.114704693849709,0
115,0.43661971830985913,0.5002629065662256,0.3571428571428571,0.38764275786135305,0.21052631578947367,0.25,3.5311294534192954,1
116,0.5070422535211269,0.7238515275408042,0.21428571428571427,0.5592155409453956,0.631578947368421,0.625,0.2940923822977946,1
117,0.4507042253521127,0.30225670411743877,0.2857142857142857,0.37852784740829515,0.21052631578947367,0.0,0.6651120907248561,1
118,0.29577464788732394,0.45486055221109795,0.7142857142857142,0.4267268139280229,0.631578947368421,0.375,0.6956312180788333,0
119,0.619718309859155,0.3706446039768642,0.07142857142857142,0.40796474732615895,0.4736842105263158,0.375,0.2733542672399927,1
120,0.5633802816901409,0.18557984311453068,0.5714285714285714,0.5934159630677572,0.21052631578947367,0.5,0.8918259488642588,1
121,0.5633802816901409,0.4727167369539323,0.21428571428571427,0.526401261232976,0.6842105263157895,0.375,0.585703610908939,1
122,0.323943661971831,0.4664284411250255,0.3571428571428571,0.5105797199586418,0.4736842105263158,0.375,0.5918938887921231,1
123,0.6619718309859155,0.7296354719977679,0.2857142857142857,0.8815696182177895,0.3684210526315789,0.5,0.4505722833718303,1
124,0.2535211267605634,0.5875693483136422,0.7857142857142857,0.7633096305703475,0.3684210526315789,0.625,0.0170742920639747,1
125,0.5352112676056339,0.32117524600542985,0.21428571428571427,0.19019204368400605,0.5263157894736842,0.25,0.7383438067491962,0
126,0.7605633802816902,0.7844702700962559,0.2857142857142857,0.42705677074463577,0.3684210526315789,0.375,0.408340993054351,1
127,0.323943661971831,0.6825698312032535,0.21428571428571427,0.8690887394166664,0.3684210526315789,0.375,0.0013207407785848,1
128,0.38028169014084506,0.5797250748478897,0.21428571428571427,0.4068517286973008,0.42105263157894735,0.875,0.3680879793636336,1
129,0.4647887323943662,0.449570228245823,0.5714285714285714,0.8169177797164335,0.2631578947368421,0.5,0.3266007864292006,1
130,0.38028169014084506,0.331594930732168,0.07142857142857142,0.4296879563726862,0.5789473684210525,0.5,0.4999650690474562,1
131,0.2394366197183099,0.4261125240103446,0.3571428571428571,0.45931144988508776,0.5263157894736842,0.375,0.1413930600144597,1
132,0.4647887323943662,0.6612797647791048,0.5,0.6283643995939493,0.42105263157894735,0.5,0.7086341360343814,1
133,0.30985915492957744,0.7893742823723829,0.21428571428571427,0.48145875184329834,0.3684210526315789,0.25,1.1790862349955922,1
134,0.5211267605633804,0.7344321754713539,0.5,0.5715374163034022,0.21052631578947367,0.125,0.9947539371414414,1
135,0.323943661971831,0.407344214445911,0.3571428571428571,0.737934226563171,0.4736842105263158,0.5,1.628391133181057,1
136,0.6760563380281691,0.30580862548154825,0.5,0.612227144851614,0.2631578947368421,0.5,0.6014951162125081,1
137,0.352112676056338,0.508708109326208,0.3571428571428571,0.5171523765250817,0.5263157894736842,0.25,0.7320787346303788,1
138,0.4084507042253521,0.20137569884857656,0.5,0.7531177155455402,0.42105263157894735,0.625,1.6628489258116232,1
139,0.5774647887323944,0.5380463359409372,0.3571428571428571,0.6303846082237109,0.3684210526315789,1.0,0.5580939953829746,0
140,0.28169014084507044,0.4622648595864319,0.2857142857142857,0.3823689876388119,0.3684210526315789,0.5,1.2093182320342508,0
141,0.4929577464788732,0.4110141754928157,0.3571428571428571,0.8003338023428013,0.4736842105263158,0.625,0.5702260231866614,1
142,0.647887323943662,0.22934037279078004,0.7857142857142857,0.594293202417058,0.4736842105263158,0.875,0.5408316599132267,1
143,0.22535211267605634,0.5687044608269216,0.5,0.46244135942515563,0.3684210526315789,0.75,1.4279734917478693,1
144,0.4788732394366197,0.4002832952387084,0.42857142857142855,0.18409666764849247,0.3684210526315789,0.5,0.1921742339604471,1
145,0.4929577464788732,0.2977175417699514,0.21428571428571427,0.28317183282292246,0.15789473684210525,0.625,0.4133752690155401,0
146,0.5633802816901409,0.0237045144813229,0.0,0.7572160207864767,0.3684210526315789,0.25,0.2538247895630657,0
147,0.28169014084507044,0.4816019058043331,0.7142857142857142,0.7633046778764947,0.42105263157894735,0.5,0.4448973546625096,0
148,0.2676056338028169,0.7712927491442123,0.3571428571428571,0.5084887739222681,0.42105263157894735,0.375,0.2618516649449087,0
149,0.5352112676056339,0.7534258335211237,0.3571428571428571,0.22269121301017736,0.3684210526315789,0.25,0.8660864040263054,0
150,0.4929577464788732,0.41245211344686605,0.21428571428571427,0.3279316436014872,0.5263157894736842,0.5,1.6003334967804157,1
151,0.4929577464788732,0.38909098713367457,0.2857142857142857,0.2452521378195892,0.42105263157894735,0.25,1.5446481473198554,1
152,0.5070422535211269,0.5614825784159074,0.14285714285714285,0.23965442490217315,0.42105263157894735,0.625,0.4533447061331545,0
153,0.36619718309859156,0.32532809666376933,0.14285714285714285,0.807530944930287,0.42105263157894735,0.5,4.488312546757753,1
154,0.4929577464788732,0.5346017233793687,0.5,0.8126315627397791,0.5789473684210525,0.5,0.9010434760794218,1
155,0.4929577464788732,0.6093423043492258,0.21428571428571427,0.3227145274477663,0.42105263157894735,0.25,0.5098266258943966,1
156,0.352112676056338,0.683514148665615,0.07142857142857142,0.49400749954048295,0.3684210526315789,0.25,1.8050835168722277,0
157,0.7183098591549296,0.46990524632735625,0.21428571428571427,0.2974622973795652,0.3684210526315789,0.5,1.3088668089748754,1
158,0.5211267605633804,0.45324018929272775,0.5,0.4930058647111941,0.631578947368421,0.875,1.3833999014093237,1
159,0.29577464788732394,0.34470806640268703,0.3571428571428571,0.7478465276500783,0.4736842105263158,0.25,0.2183293453894323,0
160,0.5492957746478874,0.3529279206773332,0.3571428571428571,0.6615025022823325,0.15789473684210525,0.375,0.631721575839145,0
161,0.323943661971831,0.449570228245823,0.2857142857142857,0.6199071086959242,0.631578947368421,0.75,1.9792569399208384,0
162,0.5633802816901409,0.5451609095494103,0.3571428571428571,0.46544438785880826,0.15789473684210525,0.25,0.7012559834770913,1
163,0.619718309859155,0.633079011471311,0.3571428571428571,0.6897272680456475,0.3157894736842105,0.75,1.1502827386574208,1
164,0.3380281690140845,0.3567481140477954,0.21428571428571427,0.5949559953835946,0.5263157894736842,0.5,0.8865711004164791,0
165,0.591549295774648,0.7262981682387406,0.21428571428571427,0.557565962256902,0.631578947368421,0.5,1.8474209495372835,1
166,0.5211267605633804,0.4423912693558253,0.42857142857142855,0.4775769910614256,0.3684210526315789,0.375,0.3348587147143325,1
167,0.5774647887323944,0.482589146787711,0.42857142857142855,0.5443902650125005,0.2631578947368421,0.375,0.8567850367318482,1
168,0.7183098591549296,0.36575132258099136,0.2857142857142857,0.5397508251580345,0.5263157894736842,0.375,0.1315159028148407,1
169,0.4225352112676056,0.09581602978892359,0.6428571428571428,0.41195894587883664,0.5789473684210525,0.75,1.1718631375936597,1
170,0.352112676056338,0.6283252315187414,0.42857142857142855,0.37599645817370597,0.3684210526315789,0.625,1.3166482995248452,1
171,0.3380281690140845,0.6046314479176726,0.3571428571428571,0.34180440388947364,0.4736842105263158,0.625,0.0437819136673015,1
172,0.3380281690140845,0.4407494446769469,0.3571428571428571,0.3516687515518899,0.3684210526315789,0.625,1.12636679723737,0
173,0.4507042253521127,0.49680756312440316,0.2857142857142857,0.4663803759052868,0.3684210526315789,0.375,0.535613920967207,1
174,0.5070422535211269,0.5690800416358154,0.7142857142857142,0.44103064544105364,0.3157894736842105,0.5,0.1324997833274823,1
175,0.4929577464788732,0.23451265707325972,0.42857142857142855,0.3997444472547277,0.5789473684210525,0.5,0.5445677876247016,1
176,0.5774647887323944,0.4008734936526843,0.14285714285714285,0.38833925299173044,0.42105263157894735,0.625,0.2159605729020431,1
177,0.4647887323943662,0.613870735816459,0.2857142857142857,0.5403096965531979,0.3684210526315789,0.375,0.5371003546230275,0
178,0.6619718309859155,0.28413224736825166,0.21428571428571427,0.7075387590256247,0.631578947368421,0.625,0.4850588370203584,1
179,0.4225352112676056,0.5332818251081136,0.14285714285714285,0.49367161663376724,0.3157894736842105,0.75,1.3409066910112248,0
180,0.8450704225352114,0.2676710770584511,0.3571428571428571,0.48359605917408055,0.21052631578947367,0.5,1.4881745320601143,1
181,0.5492957746478874,0.5611069976070137,0.42857142857142855,0.35135706969372915,0.3157894736842105,0.25,0.9340185816910452,1
182,0.3380281690140845,0.48029273841333203,0.3571428571428571,0.4609945968851751,0.3684210526315789,0.5,0.0229481482903925,1
183,0.30985915492957744,0.22605672343302322,0.7142857142857142,0.6786943446987661,0.4736842105263158,0.375,2.6739717116103603,1
184,0.5211267605633804,0.673512968268787,0.3571428571428571,0.6551477508855259,0.21052631578947367,0.625,1.1591054994267829,1
185,0.4225352112676056,0.3677901898292717,0.3571428571428571,0.6444449670070735,0.10526315789473684,0.875,0.0347937943518764,1
186,0.5633802816901409,0.35561064074085996,0.2857142857142857,0.6395000105279528,0.5789473684210525,0.5,1.7083354648496338,1
187,0.5211267605633804,0.518312247153634,0.2857142857142857,0.5626205935855586,0.631578947368421,0.5,0.223476300066431,0
188,0.4507042253521127,0.6709160952472931,0.21428571428571427,0.5571487984585438,0.15789473684210525,0.625,0.8656479742711604,0
189,0.3380281690140845,0.32251660603719323,0.42857142857142855,0.5330505490934571,0.21052631578947367,0.25,0.6285481049124364,1
190,0.2394366197183099,0.4959598235843286,0.2857142857142857,0.43114218787215364,0.42105263157894735,0.375,0.5444492526090362,1
191,0.39436619718309857,0.5550547811436972,0.14285714285714285,0.5082446952585296,0.21052631578947367,0.75,2.2046757496201024,1
192,0.5774647887323944,0.5975919904709783,0.6428571428571428,0.5285606240890016,0.42105263157894735,0.625,0.5751175825249897,0
193,0.4929577464788732,0.5144276685016471,0.3571428571428571,0.5928766371044875,0.3684210526315789,0.125,0.0783336296839471,1
194,0.28169014084507044,0.42694953267016494,0.6428571428571428,0.5107948992247012,0.7894736842105262,0.375,2.930670024866,1
195,0.4788732394366197,0.3528206118747921,0.3571428571428571,0.8196001842852212,0.7894736842105262,0.625,2.532441515793261,1
196,0.5070422535211269,0.49989805663758596,0.3571428571428571,0.30901169510929083,0.5263157894736842,0.625,1.1533832745309986,1
197,0.3380281690140845,0.3134490122224726,0.07142857142857142,0.6115609510657165,0.5789473684210525,0.75,0.6309097952533058,1
198,0.4788732394366197,0.015795855734045856,0.3571428571428571,0.48900034538869386,0.631578947368421,0.375,0.0974579047531691,1
199,0.4647887323943662,0.5562995632531736,0.5714285714285714,0.4956834842698037,0.3684210526315789,0.75,1.564216578386432,0
200,0.29577464788732394,0.6315337647147196,0.42857142857142855,0.3701959960025425,0.3157894736842105,0.5,0.0784783392288658,0
201,0.5070422535211269,0.10568843962270225,0.14285714285714285,0.6523571528836035,0.42105263157894735,0.625,0.0710675058696197,1
202,0.5352112676056339,0.3235038470205711,0.3571428571428571,0.5959067584261564,0.5789473684210525,0.5,0.7708576020804637,1
203,0.6056338028169015,0.5856914442691734,0.3571428571428571,0.623753823900828,0.3684210526315789,0.25,0.1745060656860295,1
204,0.6056338028169015,0.8172101857515371,0.2857142857142857,0.5214209107046898,0.3157894736842105,0.875,0.0077603007344885,0
205,0.2676056338028169,0.48937106310830675,0.42857142857142855,0.4453110105332859,0.21052631578947367,0.25,0.5501096193142566,0
206,0.323943661971831,0.3688418160941742,0.3571428571428571,0.48510076720401474,0.6842105263157895,0.375,0.1475923363982214,1
207,0.5352112676056339,0.4565882239320092,0.42857142857142855,0.5621174087761004,0.5789473684210525,0.625,0.1749671650877984,1
208,0.5352112676056339,0.707336702829733,0.3571428571428571,0.18644422462666332,0.5263157894736842,0.5,0.0800292330609319,1
209,0.5352112676056339,0.38205152968698025,0.2857142857142857,0.6298063050384708,0.5263157894736842,0.75,0.2295311004940894,1
210,1.0,0.3573919668630418,0.5,0.8690470202427183,0.5263157894736842,0.5,1.2569664198418733,1
211,0.5352112676056339,0.4083207245490348,0.3571428571428571,0.5693364631629146,0.6842105263157895,0.5,1.6551013328589266,0
212,0.619718309859155,0.3325821717155458,0.5,0.4520832068709846,0.3157894736842105,0.75,0.6024542694614548,1
213,0.591549295774648,0.5057785790168368,0.42857142857142855,0.47051865864652154,0.5789473684210525,0.125,0.7063414754600211,1
214,0.5492957746478874,0.747545311141873,0.2857142857142857,0.6043320464876445,0.21052631578947367,0.75,0.0332001093930252,0
215,0.4084507042253521,0.538035605060683,0.5714285714285714,0.4555700166382808,0.4736842105263158,0.375,0.0718357601375007,1
216,0.5633802816901409,0.4454066467072294,0.2857142857142857,0.6291505291842645,0.5789473684210525,0.75,0.297823625461423,0
217,0.352112676056338,0.43905396559679793,0.21428571428571427,0.46853089602342535,0.5789473684210525,0.25,0.7850397326814561,1
218,0.4225352112676056,0.23441607915097276,0.3571428571428571,0.7593798483189969,0.21052631578947367,0.5,1.345348785378482,0
219,0.39436619718309857,0.6281749991951839,0.7142857142857142,0.7551307123542641,0.3684210526315789,0.75,0.9288772643339168,1
220,0.4647887323943662,0.4735000912124822,0.42857142857142855,0.44449855175675546,0.2631578947368421,0.5,0.4977907069367687,1
221,0.7887323943661972,0.45697453562115703,0.2857142857142857,0.48287321464428534,0.8947368421052632,0.625,0.1259307202029541,1
222,0.1971830985915493,1.0,0.21428571428571427,0.49190754155269145,0.5789473684210525,0.625,1.51764862774548,1
223,0.5492957746478874,0.5341188337679339,0.21428571428571427,0.4939718658994169,0.21052631578947367,0.625,0.452220375353923,1
224,0.22535211267605634,0.365021622723712,0.3571428571428571,0.34942523506971745,0.3157894736842105,0.75,1.3320107970829176,0
225,0.39436619718309857,0.4173990492440095,0.14285714285714285,0.32788768017688885,0.05263157894736842,0.5,0.719447711082182,0
226,0.6056338028169015,0.6708839026065307,0.42857142857142855,0.6878466941265207,0.42105263157894735,0.375,1.3419408952687435,1
